,raceId,driverId,grid,position,fastestLapTime,fastestLapSpeed,stop,duration,date,name,year
9834,1104,856,12,12,77.561,154.887,1,24.539,2023-05-28,Monaco Grand Prix,2023
9835,1104,855,19,13,76.926,156.165,1,26.141,2023-05-28,Monaco Grand Prix,2023
9836,1104,855,19,13,76.926,156.165,2,25.26,2023-05-28,Monaco Grand Prix,2023
9837,1104,848,13,14,76.672,156.683,1,24.29,2023-05-28,Monaco Grand Prix,2023
9838,1104,848,13,14,76.672,156.683,2,26.99,2023-05-28,Monaco Grand Prix,2023
9839,1104,852,9,15,77.68,154.649,1,33.706,2023-05-28,Monaco Grand Prix,2023
9840,1104,815,20,16,76.269,157.51,1,24.887,2023-05-28,Monaco Grand Prix,2023
9841,1104,815,20,16,76.269,157.51,2,32.749,2023-05-28,Monaco Grand Prix,2023
9842,1104,815,20,16,76.269,157.51,3,24.217,2023-05-28,Monaco Grand Prix,2023
9843,1104,815,20,16,76.269,157.51,4,29.337,2023-05-28,Monaco Grand Prix,2023
9844,1104,815,20,16,76.269,157.51,5,25.466,2023-05-28,Monaco Grand Prix,2023
9845,1104,807,18,17,76.991,156.033,1,32.494,2023-05-28,Monaco Grand Prix,2023
9846,1104,807,18,17,76.991,156.033,2,34.725,2023-05-28,Monaco Grand Prix,2023
9847,1104,807,18,17,76.991,156.033,3,25.672,2023-05-28,Monaco Grand Prix,2023
9848,1104,858,16,18,77.30199999999999,155.406,1,24.376,2023-05-28,Monaco Grand Prix,2023
9849,1104,858,16,18,77.30199999999999,155.406,2,27.774,2023-05-28,Monaco Grand Prix,2023
9850,1104,858,16,18,77.30199999999999,155.406,3,25.946,2023-05-28,Monaco Grand Prix,2023
